Tópico de Búsqueda,Video ID,Title,Published At,Duration (min),Views,Likes,Comments,Tags,Description,Channel Title,
Politecnica Yucatan,8jnwC1Ajltw,Universidad PolitéCnica De YucatáN: FormacióN De Talento TecnolóGico Para El Futuro,2025-01-22,8.47,19,2,0,,"Descubre cómo la Universidad Politécnica de Yucatán impulsa el desarrollo tecnológico en el sureste mexicano con carreras innovadoras como inteligencia artificial, ciberseguridad y robótica. Ofrecen becas, certificación bilingüe y colaboración con empresas internacionales. #EducaciónTecnológica #YucatánInnovación #FuturoProfesional #CarrerasDelFuturo #UniversidadPolitécnica #TecnologíaAvanzada #TalentoMexicano #FormaciónProfesional #DesarrolloSostenible",La Revista Peninsular,
Politecnica Yucatan,ZKb98N5TeyY,"Universidad PolitéCnica, Una Realidad En YucatáN",2015-10-06,1.38,150,1,0,"rolando zapata bello, gobierno yucatán, aurelio nuño, sep, méxico","Rolando Zapata y Aurelio Nuño firman convenio para la impartición de educación superior a distancia. Mérida, Yucatán, 5 de octubre de 2015.- Yucatán será pionero y ejemplo nacional para el desarrollo de talento especializado en tecnologías de la información y comunicación (TIC), tras la creación de la nueva Universidad Politécnica de la entidad (UPY), institución única en su tipo en todo el país que iniciará funciones en el ciclo escolar 2016-2017. En su primera gira de trabajo por territorio yu...",Con Acento,
Politecnica Yucatan,hwxSOnYemM8,Alumnos De La Universidad PolitéCnica De YucatáN Se Van De Intercambio A Canadá | Tele YucatáN,2021-10-18,1.77,46,1,0,"tele yucatan, tele yucatan te informa, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, tele yucatán, upy yucatan, universidad politecnica de yucatan",¡De #Yucatán para el mundo! Alumnos de la Universidad Politécnica de Yucatán viajarán a #Canadá para un intercambio estudiantil.  Las #Noticias más importantes de #Yucatán. 𝗗𝗮𝗹𝗲 𝗠𝗘 𝗚𝗨𝗦𝗧𝗔 𝗲𝗻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up,Tele YucatáN,
Politecnica Yucatan,MPuHiNjOHAM,#Wedesignthefuture - Universidad PolitéCnica De YucatáN,2021-04-27,4.03,1309,32,0,"upy, universidad politécnica, yucatan, politecnica de yucatan, bis, dgutp, cgutp, sistemas embebidos, robótica computacional, datos, ingeniería, data engineer, embedded systems, computational robotics, ai, ia, bigdata, ciencia de datos, internet de las cosas, iot, industria 4.0, tecnologías disruptivas, educación superior, práctica profesional, up yucatan","Primera Institución de Educación Superior en México creada para la formación del talento humano de la Industria 4.0 bajo un modelo Bilingüe, Internacional y Sustentable (BIS). Ubicada en el estado de Yucatán, la UPY es una institución especializada en Tecnologías Disruptivas ofreciendo programas educativos de Ingeniería en Datos, Robótica Computacional y Sistemas Embebidos Computacionales. Conoce más y visita www.upy.edu.mx para mayor información.",UpyucatáN,
Politecnica Yucatan,Vgc9xv6_Y2A,Upy Abre La Carrera De IngenieríA En Ciberseguridad | Tele YucatáN,2022-03-18,2.03,514,14,1,"tele yucatan, tele yucatan te informa, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, tele yucatán, canal 13 yucatan, carrera ciberseguridad, carrera ciberseguridad upy, uso ciberseguridad carrera, carrera ciberseguridad gratis",UPY abre la carrera de ingeniería en Ciberseguridad  Las #Noticias más importantes de #Yucatán. 𝗗𝗮𝗹𝗲 𝗠𝗘 𝗚𝗨𝗦𝗧𝗔 𝗲𝗻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up Síguenos en TikTok: https://bit.ly/3ncbD93,Tele YucatáN,
Politecnica Yucatan,mFj58Srx-00,Visita A La Upy,2016-12-07,0.6,535,13,0,"universidad, politécnica, yucatán, upy, tic, robótica, datos, sistemas embebidos, computación, gobierno, rolando, zapata, bello, siies, data science, big data, robotics, ai",Visita del Gobernador Constitucional del Estado de Yucatán a la Universidad Politécnica de Yucatán para entablar un diálogo abierto con los alumnos,UpyucatáN,
Politecnica Yucatan,ky18TMiKIHw,Upy (Universidad PolitéCnica De YucatáN),2019-12-19,3.87,428,16,1,,¿Quieres estudiar en la UPY? Tienes que ver la entrevista que tuvimos con el rector de la Universidad. Escucha la entrevista completa en nuestro Podcast: https://anchor.fm/academia-de-ciencias-exactas/episodes/INGENIERA-EN-DATOS--ROBTICA-COMPUTACIONAL-Y-EN-SISTEMAS-EMBEBIDOS-COMPUTACIONALES-e9jr4g,Aciex MéRida,
Politecnica Yucatan,09mrBOWgTio,InauguracióN De La Upy,2016-12-07,0.8,336,8,0,"universidad, politécnica, yucatán, upy, siies, sep, aurelio nuño, rolando, zapata, bello, tic, robotica, robotics, emebidos, embebed, data science, big data, disruptivas, canieti","Inauguración oficial de la Universidad Politécnica de Yucatán a cargo del Secretario de Educación Pública, Mtro. Aurelio Nuño Mayer y del Gobernador Constitucional del Estado de Yucatán, Lic. rolando Zapara Bello.",UpyucatáN,
Politecnica Yucatan,U9mSTc8Bs6Q,Upy Universidad PolitéCnica De YucatáN Oferta Educativa,2017-07-12,15.3,131,5,0,"upy, universidad politecnica de yucatan, upy universidad, merida, yucatan, universidades, universidades en yucatan, dana garcia, platicas de cafe con dana garcia, cafe, oferta educativa en yucatan, oferta educativa en merida, oferta educativa",Transmisión especial al Director Académico donde platicamos de la oferta educativa en la UPY así como la obtención de becas.,PláTicas De Salud Con Dana GarcíA,
Politecnica Yucatan,I5KAcgr64MU,"Entrevista Con El Rector De La Universidad PolitéCnica Yucatan, AaróN Rosado Castillo",2025-03-24,9.43,13,0,0,,"#eclipsenoticias #CIENoticias #Entrevista | Entrevista con el rector de la Universidad Politécnica Yucatan, Aarón Rosado Castillo que nos dara a conocer los pormenores del Proceso de admisión a carreras de tecnología 5.0 y con alta demanda mundial |Continua viendo el programa desde nuestro portal de noticias  https://grupoeclipse.com.mx/tv",Grupo Eclipse Radio Prensa TelevisióN,
Politecnica Yucatan,69vbhNNvKx0,Universidad PolitéCnica De YucatáN 3a. Etapa,2018-07-14,6.67,87,1,0,"universidad, politécnica, yucatán, lusen",Construcción de la tercera etapa de la Universidad Politécnica de Yucatán.,"Constructora Lusen, S.A. De C.V.",
Politecnica Yucatan,FuByR0ANdiU,49457 Presentan Avances De La Universidad PolitéCnica De YucatáN,2015-12-30,2.37,33,0,0,"noticias, merida, yucatan, tizimin, periodico","Más noticias: www.tusitioonline.tv Promovision Noticias : Notivision Un equipo de profesionales de la noticia te informan de los principales acontecimientos en tu ciudad, en tu país y en el mundo. Síguenos en Facebook: https://www.facebook.com/tusitioonline Síguenos en Twitter: https://twitter.com/Tusitioonline Síguenos en Google + : https://plus.google.com/112036840162627939048/posts Portal Oficial: http://promovision.mx/ Todos los derechos reservados PROMOVISION DEL CARIBE SA DE CV....",Promovision Merida,
Politecnica Yucatan,X3z5KfLWLTs,2x24 Universidad PolitéCnica De YucatáN,2017-03-15,27.6,295,7,0,,Programa Especial sobre la Universidad Politécnica de Yucatán.,Inngenio Viral,
Politecnica Yucatan,RnfGO8s939o,Entrevista Al Rector De La Universidad PolitéCnica De YucatáN,2017-01-12,1.05,38,1,0,,"El Centro de Investigación en Matemáticas (CIMAT) Unidad Mérida, permitirá la formación de jóvenes en las áreas de ciencias de la computación, probabilidad y estadística.",YucatáN Innovador,
Politecnica Yucatan,cwyiNDnj87o,43464 YucatáN Contará Con Una Universidad PolitéCnica BilingüE,2015-10-05,2.77,22,0,0,"noticias, merida, yucatan, tizimin, periodico","Más noticias: www.tusitioonline.tv Promovision Noticias : Notivision Un equipo de profesionales de la noticia te informan de los principales acontecimientos en tu ciudad, en tu país y en el mundo. Síguenos en Facebook: https://www.facebook.com/tusitioonline Síguenos en Twitter: https://twitter.com/Tusitioonline Síguenos en Google + : https://plus.google.com/112036840162627939048/posts Portal Oficial: http://promovision.mx/ Todos los derechos reservados PROMOVISION DEL CARIBE SA DE CV....",Promovision Merida,
Politecnica Yucatan,JX9uWodpY3U,Ices Es La Nueba OpcióN Educativa En MéRida | ¿Qué Estudiar En YucatáN? | Tele YucatáN,2022-09-21,2.27,359,8,1,"tele yucatan, tele yucatan te informa, noticias yucatan hoy, yucatan, noticias yucatan, noticias yucatan de hoy, teleyucatan, tele yucatan noticias de hoy, tele yucatán noticias, noticiero tele yucatan, tele yucatán, canal 13 yucatan","Conoce la nueva opción educativa en Mérida, el Instituto de Ciencias y Estudios Superiores de Yucatán Las #Noticias más importantes de #Yucatán. 𝗗𝗮𝗹𝗲 𝗠𝗘 𝗚𝗨𝗦𝗧𝗔 𝗲𝗻 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: http://bit.ly/2SGgY94 Síguenos en Instagram: http://bit.ly/38IGz74 Síguenos en Twitter: http://bit.ly/2Paf2Up Síguenos en TikTok: https://bit.ly/3ncbD93",Tele YucatáN,
Politecnica Yucatan,zvZzlTmW66s,Maya Archeological Site At Universidad PolitéCnica De YucatáN (2016),2021-12-16,4.62,9,1,0,,,Alberto Munoz,
Politecnica Yucatan,7b4ZVX5EEpI,"Estudia En MéRida, YucatáN, MéXico - Mikel Rankin De La Universidad Del PaíS Vasco, EspañA",2020-02-12,1.4,303,3,0,"anáhuac mayab, estudia en merida, study abroad, study in mexico, universidad anahuac","Conoce la experiencia de intercambio en la Universidad Anáhuac Mayab, de Mikel Rankin de la Universidad del País Vasco en España. Tú también puedes estudiar en Mérida, visita: https://www.anahuacmayab.mx/es/international/ Facebook: https://www.facebook.com/AnahuacMayabInternacional/ Instagram: https://www.instagram.com/anahuacintl/",Universidad AnáHuac Mayab,
Politecnica Yucatan,X5Zex5X_pRo,C Users Cbala Onedrive Universidad PolitéCnica De YucatáN 7th Quarter Computational Modeling Assi,2021-02-26,0.25,10,0,0,,,Carlos Balam,
Politecnica Yucatan,jufvCYM-da4,Vista Aerea Del Centro De Panabá YucatáN!!!,2017-10-18,1.95,2416,20,0,"panabá, dron panabá, vista aerea, yucatan, centro, feria panabá, phantom 3",centro de panaba desde un dron,Djelvis92,
Politecnica Yucatan,CGfGKjMAdJw,Universidad PolitéCnica De Yucatan (Upy) Entrevista Al Rector Ez,2017-07-12,14.72,75,2,0,"upy, universidad politecnica de yucatqam, universidad politécnica de yucatán, universidades, universidad politecnicas, oferta educativa, yucatan, merida, universidades publicas, sistema bilingue, universidades en yucatan, oferta educativa en yucatan, maestros, alumnos, ciudad de mexico, platicas de cafe con dana garcia, dana garcia, dana garcía, platicas de cafe, cafe, entrevistas, gobierno del estado, gobierno del estado de yucatan","Transmisión especial desde las instalaciones de la Upy en Yucatán entrevista al Rector Gildardo Sanchez Ante , platicamos sobre las ventajas al estudiar en la UPY . así como los procesos para inscripción y oferta educativa.",PláTicas De Salud Con Dana GarcíA,
Politecnica Yucatan,RxCFhd2s7hQ,YucatáN Competirá En El Torneo Mexicano De RobóTica Con Talento De La Upy,2025-05-07,1.72,28,0,0,,Yucatán competirá en el Torneo Mexicano de Robótica con talento de la UPY,Notirivas,
Politecnica Yucatan,jibLAiOEhtc,Oferta Educativa En La Universidad PolitéCnica De YucatáN (Upy),2017-04-03,22.98,213,9,0,"universidades en yucatan, universidades, universidades, universidades en mérida, universidades en merida, yucatan, campeche, quintanaroo, cancun, estudios, upy, universidad politecnica de yucatan, universidad politécnica de yucatán, oferta educativa, oferta educativa en yucatán, oferta educativa en yucatan, ingenierias, robotica, robótica, carreras, mexico","Entrevista al Rector de la Universidad Politécnica de Yucatán Dr.Gildardo Sánchez Ante ,platicamos de la Oferta Educativa y los requisitos para ingresar a la UPY",PláTicas De Salud Con Dana GarcíA,
Politecnica Yucatan,B8sE7fHueuM,Emotional Intelligence. Project Unit 3. Universidad PolitéCnica De YucatáN.,2021-11-28,4.88,25,3,0,,"The story is about a teacher that has problems with his family. So this problems have been afecting his classes. So the students that are being affected too, needs to talk with the teacher to find a solution. Characters. Christian Rodríguez - Student 1- Ángel Lugo -Student 2- Oscar Romo - Student 3- Iván Mayo -Tutor- Luis Méndez -Teacher-",Christian Adriel Rodriguez Narvaez,
Politecnica Yucatan,0Nbq_awI83Y,Elcir 2017 At The Upy,2018-04-24,7.52,521,12,0,"upy, universidad, politecnica, yucatan, bis, international, computational, robotics, embedded systems, big data, iot, tecnologia, disruptiva, bilingue, internacional, sustentable, ingenieria, datos, sistemas, embebidos, robotica, computacional, tamu, elcir, texas, a&m","The Engineering Learning Community Introduction to Research start with an orientation and training workshop at the Universidad Politécnica de Yucatan, where students from TAMU and UPY will take a class on introduction to research trying to define a research problem related to the local enviroment. After the workshop in Yucatan students will join an online learning community, in binational groups, and write a research proposal on the research problem identified while in Yucatan. The last activity...",UpyucatáN,
Politecnica Yucatan,hTY5316bOEw,Upy Aereal,2017-03-06,0.87,289,5,0,"upy, universidad, politecnica, yucatán, robótica, computacional, bigdata, data science, embedded, embebidos, sistemas, iot, gobierno, siies",Vistas aéreas de la Universidad Politécnica de Yucatán,UpyucatáN,
Politecnica Yucatan,7_-nTZipWJw,"Alberto LóPez, CientíFico De Datos De La Universidad PolitéCnica De YucatáN",2023-06-21,31.47,18,0,0,,"Smart Fest - Charla: Futuro urbano/ Futuro de paz en el marco de Smart City Expo LatAm Congress en Mérida, Yucatán, el jueves 25 de mayo",Centro-I,
Politecnica Yucatan,hUtEWqnkdmg,Solar Panel Optoelectronics Universidad PolitéCnica De YucatáN,2021-08-06,2,13,1,0,,Tarea para la materia de Optoelectronics de la carrera de Ingeniería en Sistemas Embebidos Computacionales,Aemilianus Martinus,
Politecnica Yucatan,Db7oL6WAkd0,Villa Esmeralda YucatáN.,2021-03-05,0.78,257,6,0,,Villa Esmeralda Yucatán es un complejo con 737 lotes semi-urbanizados localizado a 30 minutos de la ciudad de Mérida. Pregunta por la disponibilidad de nuestros lotes. ¡Invierte hoy y asegura tu futuro!,Propier Desarrollos,
Politecnica Yucatan,lNBcfmXjd6Y,Laboratorio De Ciberseguridad De La Universidad PolitéCnica De YucatáN,2023-02-01,6.65,28,0,0,,,Infolliteras,
Politecnica Yucatan,sNo7v-hq8UE,Mensaje Del Rector De La Upy,2016-12-07,1.17,299,5,0,"upy, universidad, yucatán, politécnica, tic, méxico, big data, robotica, data science, robotics, sistemas embebidos, embebed","Presentación general de la Universidad Politécnica de Yucatán a cargo de su rector, Dr. Gildardo Sánchez Ante",UpyucatáN,
Uni Poli Yuc,jli-cE6yMwI,O Como Sao Os Papai Noel Vai Ter Presente Ou Rolar Kkkk,2020-03-24,0.27,22813377,531550,4918,,,Rosa De Souza,
Uni Poli Yuc,GB5K0WaL2qk,AllahıM Izlerken Kalbim AcıYor ArtıK Yasa Niye BöYle YaptıN Ozan Malı #TuğOz #KıSmetseolur #Shorts,2023-05-27,0.27,9918401,100186,2104,,,KıSmetse Adam Olucam,
